회사명,사업연도,원본파일,부채비율,자기자본비율,유동비율,당좌비율,차입금의존도,영업이익률,순이익률,ROA_총자산수익률,ROE_자기자본수익률,EBITDA_마진,총자산회전율,자기자본회전율,영업현금흐름_매출비,영업현금흐름_부채상환비,DSCR_근사,이자보상배율,금융비용_매출비,영업수익_원본,영업이익_원본,당기순이익_원본,자산총계_원본,부채총계_원본,자본총계_원본,이자비용_원본,감가상각비_원본,무형자산상각비_원본,순부채,고정장기적합률,유동성지표
[½Å°øÇ×ÇÏÀÌ¿þÀÌ]°¨»çº¸°í¼_(,2023,[½Å°øÇ×ÇÏÀÌ¿þÀÌ]°¨»çº¸°í¼_(2024.03.27).pdf,0.9241650124265189,0.5197059470169472,5.9512057799533045,5.9512057799533045,0.4127082484588005,0.5141400378284152,0.29145315572007974,0.08907388199498054,0.17139284725575,0.8008361061821161,0.305619892071197,0.588063103424966,0.6698020397423494,0.4262072907705718,4.755758604529333,3.053216369691856,0.16839292587714785,189639758432,97501392574,55271106045,620508557695,298026570086,322481987609,31933993785,2791129146,51577844000,298026570086,0.6411131151510059,0.33463122600327216
[½Å°øÇ×ÇÏÀÌ¿þÀÌ]°¨»çº¸°í¼_(,2024,[½Å°øÇ×ÇÏÀÌ¿þÀÌ]°¨»çº¸°í¼_(2025.03.27).pdf,0.9791220258035167,0.5052745545560807,5.237835658119695,5.237835658119695,0.41187100955772027,0.5978515975575827,0.37852486703497035,0.1518666157111575,0.3005625641381902,0.8376302633233264,0.4012064435838694,0.794036509391132,0.6554247064322998,0.53152838190635,6.161698317600882,4.397860660179624,0.13594145966715648,229855164028,137419277021,87005895401,572909951233,283433130823,289476820410,31246846510,3294899319,51819465231,283433130823,0.617156210997758,0.3511234828319263
[¼_¼_¿ï°í¼Óµµ·Î][Á¤Á¤]°¨»çº¸°í¼_(,2020,[¼_¼_¿ï°í¼Óµµ·Î][Á¤Á¤]°¨»çº¸°í¼_(2021.04.07).pdf,0.7180455624053091,0.5820567404510353,18.279172746878785,18.279172746878785,0.40773052110229746,,,-0.010921891388358685,-0.0187643070328424,,,,,-0.014595520060006964,,,,,-1217796127,-1184145890,108419489619,45313194890,63106294729,,7896000,,45313194890,0.8217115144907884,0.17646767183865358
[¼_¼_¿ï°í¼Óµµ·Î]°¨»çº¸°í¼_(,2021,[¼_¼_¿ï°í¼Óµµ·Î]°¨»çº¸°í¼_(2022.03.29).pdf,0.8967759240669613,0.5272104033542643,2.270839646711288,2.270839646711288,0.4466491907083533,,,-0.00762072201572909,-0.01445480204344198,,,,,-0.014567834488248143,,,,,-1232105377,-1207557673,158457121321,74916878475,83540242846,,7752130,,74916878475,0.9658880351450162,0.03322026424635277
[¼_¼_¿ï°í¼Óµµ·Î]°¨»çº¸°í¼_(,2022,[¼_¼_¿ï°í¼Óµµ·Î]°¨»çº¸°í¼_(2023.03.27).pdf,0.9484723509470185,0.5132225764014402,1.6344775484160008,1.6344775484160008,0.4664408791552568,,,-0.005572702509015679,-0.010858256758870128,,,,,-0.0017623887887916472,,,,,-1334609265,-1313683109,235735373793,114750657906,120984715887,,4538000,,114750657906,0.9868290678921898,0.012903080861639958
[¼_¼_¿ï°í¼Óµµ·Î]°¨»çº¸°í¼_(,2023,[¼_¼_¿ï°í¼Óµµ·Î]°¨»çº¸°í¼_(2024.04.01).pdf,1.0515133880052263,0.4874450275814883,1.172096271198674,1.172096271198674,0.17396506757936353,,,-0.004037515356868341,-0.0082830168088921,,,,,-0.007778554724490619,,,,,-1456907889,-1420287875,351772748699,180302871507,171469877192,,2621364,,180302871507,0.9954039941230812,0.004476457527832589
[¼_¼_¿ï°í¼Óµµ·Î]°¨»çº¸°í¼_(,2024,[¼_¼_¿ï°í¼Óµµ·Î]°¨»çº¸°í¼_(2025.04.04).pdf,1.411708795112928,0.41464375882627036,0.5808965937972347,0.5808965937972347,0.22422889627338963,,,-0.00240008751260488,-0.0057883121631898985,,,,,0.013941428983752882,,,,,-1438133291,-1260294158,525103418680,307372563386,217730855294,,5008000,,307372563386,1.0152844792628628,-0.01474667580619759
[Ãµ¾È³í»ê°í¼Óµµ·Î]°¨»çº¸°í¼_(,2019,[Ãµ¾È³í»ê°í¼Óµµ·Î]°¨»çº¸°í¼_(2020.03.02).pdf,2.2087426792238443,0.3116485489705544,4.834667972726057,4.834667972726057,0.3826029211752923,0.6708246180687963,0.3544318070764176,0.10453129236435753,0.33541401912393953,0.8451057940904294,0.2949263871846015,0.9463428857885271,0.5283757775191583,0.22638429672303276,3.6896301601661015,2.9287395262417197,0.2290489174807656,234143246560,157069053947,82987813993,793904027358,546484989210,247419038148,53630257160,3767573455,37039186913,546484989210,0.7164436765260542,0.2640323289561503
[Ãµ¾È³í»ê°í¼Óµµ·Î]°¨»çº¸°í¼_(,2020,[Ãµ¾È³í»ê°í¼Óµµ·Î]°¨»çº¸°í¼_(2021.03.19).pdf,1.4560484161343543,0.4071580973040951,5.242390252880788,5.242390252880788,0.32216379955614427,0.8144492246325223,0.5220067374339732,0.22474891353481483,0.5519942131150989,0.9158426803160686,0.43054791713917784,1.057446529959623,0.5856255869051911,0.42530711057847137,7.045935743820001,6.265876254406845,0.1299816963444998,405939245847,330616904028,211903021321,942843362347,558957052878,383886309469,52764671788,3593583128,37565999806,558957052878,0.5847135425314762,0.37825880345090046
[Ãµ¾È³í»ê°í¼Óµµ·Î]°¨»çº¸°í¼_(,2021,[Ãµ¾È³í»ê°í¼Óµµ·Î]°¨»çº¸°í¼_(2022.03.31).pdf,1.4938675196081752,0.40098360964944735,7.074904585560631,7.074904585560631,0.3563402768606872,0.6989178824465758,0.3700018491233913,0.11489479543299728,0.2865323985023776,0.8574308664147848,0.3105249222543242,0.7744080176389131,0.34096030328450827,0.17675087589385033,4.409925324786798,3.594663768794748,0.1944320602427068,264696278416,185000962402,97938112470,852415569399,510610897460,341804671939,51465442751,3774212004,38183584933,510610897460,0.591549075641319,0.38271854590832244
